tc_name,index,type,roll_date,effective_at,transaction_date,original_amount_cents,exp_line_item_type,exp_original_amount_cents,exp_balance_cents,exp_principal_cents,exp_interest_balance_cents,exp_deferred_interest_balance_cents,exp_am_deferred_interest_balance_cents,exp_am_interest_balance_cents,exp_total_interest_paid_to_date_cents,exp_description,merchant_name,mcc_code,ext_key,ext_value,exp_status
PP2158-Attempt to get payment reversal fee lineitem using charge product,297,validation,,,2021-11-07T,,PAYMENT,-100000,0,0,0,0,0,0,0,upd payment principal_cents: -100000 + 100000,,,,,VALID
PP2158-Attempt to get payment reversal fee lineitem using charge product,298,paymentreversal,,,,,,,,,,,,,,,,,,,
PP2158-Attempt to get payment reversal fee lineitem using charge product,299,getlineitem,30,0,,,PAYMENT_REVERSAL,,,,,,,,,,,,,,
PP2158-Attempt to get payment reversal fee lineitem using charge product,300,validation,,,,,PAYMENT_REVERSAL,100000,100000,0,0,0,0,0,0,,,,,,VALID
PP2158-Attempt to get payment reversal fee lineitem using charge product,301,getlineitem,30,0,,,PAYMENT_REVERSAL_FEE,,,,,,,,,,,,,,
PP2158-Attempt to get payment reversal fee lineitem using charge product,302,validation,,,,,PAYMENT_REVERSAL_FEE,-1800,0,0,0,0,0,0,0,payment reversal fee,,,,,VALID
PP2159-Attempt to get payment reversal fee lineitem using credit product,303,getlineitem,,2021-11-07T,,,CHARGE,,,,,,,,,,,,,,
PP2159-Attempt to get payment reversal fee lineitem using credit product,304,validation,2021-11-08T11:15:03-05:00,,2021-11-07T,,CHARGE,100000,100000,100000,0,0,0,0,0,initial_principal_cents,,,,,VALID
PP2159-Attempt to get payment reversal fee lineitem using credit product,305,payment,,2021-11-07T11:15:03-05:00,,100000,,,,,,,,,,,,,,,
PP2159-Attempt to get payment reversal fee lineitem using credit product,306,getlineitem,,2021-11-07T,,,PAYMENT,,,,,,,,,,,,,,
PP2159-Attempt to get payment reversal fee lineitem using credit product,307,validation,,,2021-11-07T,,PAYMENT,-100000,0,0,0,0,0,0,0,upd payment principal_cents: -100000 + 100000,,,,,VALID
PP2159-Attempt to get payment reversal fee lineitem using credit product,308,paymentreversal,,,,,,,,,,,,,,,,,,,
PP2159-Attempt to get payment reversal fee lineitem using credit product,309,getlineitem,30,0,,,PAYMENT_REVERSAL,,,,,,,,,,,,,,
PP2159-Attempt to get payment reversal fee lineitem using credit product,310,validation,,,,,PAYMENT_REVERSAL,100000,100000,0,0,0,0,0,0,,,,,,VALID
PP2159-Attempt to get payment reversal fee lineitem using credit product,311,getlineitem,30,0,,,PAYMENT_REVERSAL_FEE,,,,,,,,,,,,,,
PP2159-Attempt to get payment reversal fee lineitem using credit product,312,validation,,,,,PAYMENT_REVERSAL_FEE,-1800,0,0,0,0,0,0,0,payment reversal fee,,,,,VALID
PP1513-Attempt to reverse payment reversal fee lineitem using revolving product,271,getlineitem,,2021-11-07T,,,CHARGE,,,,,,,,,,,,,,
PP1513-Attempt to reverse payment reversal fee lineitem using revolving product,272,validation,2021-11-08T11:15:03-05:00,,2021-11-07T,,CHARGE,100000,100000,100000,0,0,0,0,0,initial_principal_cents,,,,,VALID
PP1513-Attempt to reverse payment reversal fee lineitem using revolving product,273,payment,,2021-11-07T11:15:03-05:00,,100000,,,,,,,,,,,,,,,
PP1513-Attempt to reverse payment reversal fee lineitem using revolving product,274,getlineitem,,2021-11-07T,,,PAYMENT,,,,,,,,,,,,,,
PP1513-Attempt to reverse payment reversal fee lineitem using revolving product,275,validation,,,2021-11-07T,,PAYMENT,-100000,0,0,0,0,0,0,0,upd payment principal_cents: -100000 + 100000,,,,,VALID
PP1513-Attempt to reverse payment reversal fee lineitem using revolving product,276,paymentreversal,,,,,,,,,,,,,,,,,,,
PP1513-Attempt to reverse payment reversal fee lineitem using revolving product,277,getlineitem,30,0,,,PAYMENT_REVERSAL,,,,,,,,,,,,,,
PP1513-Attempt to reverse payment reversal fee lineitem using revolving product,278,validation,,,,,PAYMENT_REVERSAL,100000,100000,0,0,0,0,0,0,,,,,,VALID
PP1513-Attempt to reverse payment reversal fee lineitem using revolving product,279,getlineitem,30,0,,,PAYMENT_REVERSAL_FEE,,,,,,,,,,,,,,
PP1513-Attempt to reverse payment reversal fee lineitem using revolving product,280,validation,,,,,PAYMENT_REVERSAL_FEE,-1800,0,0,0,0,0,0,0,payment reversal fee,,,,,VALID
PP1513-Attempt to reverse payment reversal fee lineitem using revolving product,281,feereversal,,,,,,,,,,,,,,,,,,,
PP1513-Attempt to reverse payment reversal fee lineitem using revolving product,282,getlineitem,30,0,,,FEE_REVERSAL,,,,,,,,,,,,,,
PP1513-Attempt to reverse payment reversal fee lineitem using revolving product,283,validation,,,,,FEE_REVERSAL,-1800,0,0,0,0,0,0,0,upd payment principal_cents: -1800 + 1800,,,,,VALID
PP2160-Attempt to reverse payment reversal fee lineitem using installment product,284,getlineitem,,2021-11-07T,,,CHARGE,,,,,,,,,,,,,,
PP2160-Attempt to reverse payment reversal fee lineitem using installment product,285,validation,2021-11-09T11:15:03-05:00,,2021-11-07T,,CHARGE,100000,0,0,0,0,0,0,0,initial_principal_cents,,,,,VALID
PP2160-Attempt to reverse payment reversal fee lineitem using installment product,288,payment,,2021-11-07T11:15:03-05:00,,100000,,,,,,,,,,,,,,,
PP2160-Attempt to reverse payment reversal fee lineitem using installment product,289,getlineitem,,2021-11-07T,,,PAYMENT,,,,,,,,,,,,,,
PP2160-Attempt to reverse payment reversal fee lineitem using installment product,290,validation,,,2021-11-07T,,PAYMENT,-100000,0,0,0,0,0,0,0,upd payment principal_cents: -100000 + 100000,,,,,VALID
PP2160-Attempt to reverse payment reversal fee lineitem using installment product,291,paymentreversal,,,,,,,,,,,,,,,,,,,
PP2160-Attempt to reverse payment reversal fee lineitem using installment product,292,getlineitem,30,0,,,PAYMENT_REVERSAL,,,,,,,,,,,,,,
PP2160-Attempt to reverse payment reversal fee lineitem using installment product,293,validation,,,,,PAYMENT_REVERSAL,100000,100000,0,0,0,0,0,0,upd payment principal_cents: -100000 + 100000,,,,,VALID
PP2160-Attempt to reverse payment reversal fee lineitem using installment product,294,getlineitem,30,0,,,PAYMENT_REVERSAL_FEE,,,,,,,,,,,,,,
PP2160-Attempt to reverse payment reversal fee lineitem using installment product,295,validation,,,,,PAYMENT_REVERSAL_FEE,-1800,0,0,0,0,0,0,0,payment reversal fee,,,,,VALID
PP2160-Attempt to reverse payment reversal fee lineitem using installment product,296,feereversal,,,,,,,,,,,,,,,,,,,
PP2160-Attempt to reverse payment reversal fee lineitem using installment product,297,getlineitem,30,0,,,FEE_REVERSAL,,,,,,,,,,,,,,
PP2160-Attempt to reverse payment reversal fee lineitem using installment product,298,validation,,,,,FEE_REVERSAL,-1800,0,0,0,0,0,0,0,upd payment principal_cents: -1800 + 1800,,,,,VALID
PP2160-Attempt to reverse payment reversal fee lineitem using installment product,286,getlineitem,,2021-11-07T,,,LOAN,,,,,,,,,,,,,,
PP2160-Attempt to reverse payment reversal fee lineitem using installment product,287,validation,,,,,LOAN,100000,100000,100000,0,0,0,0,0,roll up loan,,,,,VALID
PP2161-Attempt to reverse payment reversal fee lineitem using charge product,299,getlineitem,,2021-11-07T,,,CHARGE,,,,,,,,,,,,,,
PP2161-Attempt to reverse payment reversal fee lineitem using charge product,300,validation,2021-11-08T11:15:03-05:00,,2021-11-07T,,CHARGE,100000,100000,100000,0,0,0,0,0,initial_principal_cents,,,,,VALID
PP2161-Attempt to reverse payment reversal fee lineitem using charge product,301,payment,,2021-11-07T11:15:03-05:00,,100000,,,,,,,,,,,,,,,
PP2161-Attempt to reverse payment reversal fee lineitem using charge product,302,getlineitem,,2021-11-07T,,,PAYMENT,,,,,,,,,,,,,,
PP2161-Attempt to reverse payment reversal fee lineitem using charge product,303,validation,,,2021-11-07T,,PAYMENT,-100000,0,0,0,0,0,0,0,upd payment principal_cents: -100000 + 100000,,,,,VALID
PP2161-Attempt to reverse payment reversal fee lineitem using charge product,304,paymentreversal,,,,,,,,,,,,,,,,,,,
PP2161-Attempt to reverse payment reversal fee lineitem using charge product,305,getlineitem,30,0,,,PAYMENT_REVERSAL,,,,,,,,,,,,,,
PP2161-Attempt to reverse payment reversal fee lineitem using charge product,306,validation,,,,,PAYMENT_REVERSAL,100000,100000,0,0,0,0,0,0,,,,,,VALID
PP2161-Attempt to reverse payment reversal fee lineitem using charge product,307,getlineitem,30,0,,,PAYMENT_REVERSAL_FEE,,,,,,,,,,,,,,
PP2161-Attempt to reverse payment reversal fee lineitem using charge product,308,validation,,,,,PAYMENT_REVERSAL_FEE,-1800,0,0,0,0,0,0,0,payment reversal fee,,,,,VALID
PP2161-Attempt to reverse payment reversal fee lineitem using charge product,309,feereversal,,,,,,,,,,,,,,,,,,,
PP2161-Attempt to reverse payment reversal fee lineitem using charge product,310,getlineitem,30,0,,,FEE_REVERSAL,,,,,,,,,,,,,,
PP2161-Attempt to reverse payment reversal fee lineitem using charge product,311,validation,,,,,FEE_REVERSAL,-1800,0,0,0,0,0,0,0,upd payment principal_cents: -1800 + 1800,,,,,VALID
PP2162-Attempt to reverse payment reversal fee lineitem using credit product,312,getlineitem,,2021-11-07T,,,CHARGE,,,,,,,,,,,,,,
PP2162-Attempt to reverse payment reversal fee lineitem using credit product,313,validation,2021-11-08T11:15:03-05:00,,2021-11-07T,,CHARGE,100000,100000,100000,0,0,0,0,0,initial_principal_cents,,,,,VALID
PP2162-Attempt to reverse payment reversal fee lineitem using credit product,314,payment,,2021-11-07T11:15:03-05:00,,100000,,,,,,,,,,,,,,,
PP2162-Attempt to reverse payment reversal fee lineitem using credit product,315,getlineitem,,2021-11-07T,,,PAYMENT,,,,,,,,,,,,,,
PP2162-Attempt to reverse payment reversal fee lineitem using credit product,316,validation,,,2021-11-07T,,PAYMENT,-100000,0,0,0,0,0,0,0,upd payment principal_cents: -100000 + 100000,,,,,VALID
PP2162-Attempt to reverse payment reversal fee lineitem using credit product,317,paymentreversal,,,,,,,,,,,,,,,,,,,
PP2162-Attempt to reverse payment reversal fee lineitem using credit product,318,getlineitem,30,0,,,PAYMENT_REVERSAL,,,,,,,,,,,,,,
PP2162-Attempt to reverse payment reversal fee lineitem using credit product,319,validation,,,,,PAYMENT_REVERSAL,100000,100000,0,0,0,0,0,0,,,,,,VALID
PP2162-Attempt to reverse payment reversal fee lineitem using credit product,320,getlineitem,30,0,,,PAYMENT_REVERSAL_FEE,,,,,,,,,,,,,,
PP2162-Attempt to reverse payment reversal fee lineitem using credit product,321,validation,,,,,PAYMENT_REVERSAL_FEE,-1800,0,0,0,0,0,0,0,payment reversal fee,,,,,VALID
PP2162-Attempt to reverse payment reversal fee lineitem using credit product,322,feereversal,,,,,,,,,,,,,,,,,,,
PP2162-Attempt to reverse payment reversal fee lineitem using credit product,323,getlineitem,30,0,,,FEE_REVERSAL,,,,,,,,,,,,,,
PP2162-Attempt to reverse payment reversal fee lineitem using credit product,324,validation,,,,,FEE_REVERSAL,-1800,0,0,0,0,0,0,0,upd payment principal_cents: -1800 + 1800,,,,,VALID
PP1514-Attempt to get debit offset lineitem using revolving product,325,getlineitem,,2021-11-07T,,,CHARGE,,,,,,,,,,,,,,
PP1514-Attempt to get debit offset lineitem using revolving product,326,validation,2021-11-08T11:15:03-05:00,,2021-11-07T,,CHARGE,100000,100000,100000,0,0,0,0,0,initial_principal_cents,,,,,VALID
PP1514-Attempt to get debit offset lineitem using revolving product,327,charge,,2021-11-07T11:15:03-05:00,,2000,,,,,,,,,,,,,,,
PP1514-Attempt to get debit offset lineitem using revolving product,328,getlineitem,,2021-11-07T,,,CHARGE,,,,,,,,,,,,,,
PP1514-Attempt to get debit offset lineitem using revolving product,329,validation,,,2021-11-07T,,CHARGE,2000,2000,2000,0,0,0,0,0,initial_principal_cents,,,,,VALID
PP1514-Attempt to get debit offset lineitem using revolving product,330,debitoffset,,2021-11-12T11:15:03-05:00,,20,,,,,,,,,,,,,,,
PP1514-Attempt to get debit offset lineitem using revolving product,331,getlineitem,,2021-11-12T,,,DEBIT_OFFSET,,,,,,,,,,,,,,
PP1514-Attempt to get debit offset lineitem using revolving product,332,validation,2021-11-13T12:16:16-04:00,,2021-11-12T,,DEBIT_OFFSET,-20,0,0,0,0,0,0,0,upd payment principal_cents: -20 + 20,,,,,VALID
PP2163-Attempt to get debit offset lineitem using installment product,333,getlineitem,,2021-11-07T,,,CHARGE,,,,,,,,,,,,,,
PP2163-Attempt to get debit offset lineitem using installment product,334,validation,2021-11-09T11:15:03-05:00,,2021-11-07T,,CHARGE,100000,0,0,0,0,0,0,0,initial_principal_cents,,,,,VALID
PP2163-Attempt to get debit offset lineitem using installment product,337,charge,,2021-11-10T11:15:03-05:00,,2000,,,,,,,,,,,,,,,
PP2163-Attempt to get debit offset lineitem using installment product,338,getlineitem,,2021-11-10T,,,CHARGE,,,,,,,,,,,,,,
PP2163-Attempt to get debit offset lineitem using installment product,339,validation,,,2021-11-10T,,CHARGE,2000,2000,2000,0,0,0,0,0,initial_principal_cents,,,,,VALID
PP2163-Attempt to get debit offset lineitem using installment product,340,debitoffset,,2021-11-12T11:15:03-05:00,,20,,,,,,,,,,,,,,,
PP2163-Attempt to get debit offset lineitem using installment product,341,getlineitem,,2021-11-12T,,,DEBIT_OFFSET,,,,,,,,,,,,,,
PP2163-Attempt to get debit offset lineitem using installment product,342,validation,2021-11-13T12:16:16-04:00,,2021-11-12T,,DEBIT_OFFSET,-20,0,0,0,0,0,0,0,upd payment principal_cents: -20 + 20,,,,,VALID
PP2163-Attempt to get debit offset lineitem using installment product,335,getlineitem,30,2021-11-07T,,,LOAN,,,,,,,,,,,,,,
PP2163-Attempt to get debit offset lineitem using installment product,336,validation,,,,,LOAN,100000,100000,100000,0,0,0,0,0,roll up loan,,,,,VALID
PP2164-Attempt to get debit offset lineitem using charge product,343,getlineitem,,2021-11-07T,,,CHARGE,,,,,,,,,,,,,,
PP2164-Attempt to get debit offset lineitem using charge product,344,validation,2021-11-08T11:15:03-05:00,,2021-11-07T,,CHARGE,100000,100000,100000,0,0,0,0,0,initial_principal_cents,,,,,VALID
PP2164-Attempt to get debit offset lineitem using charge product,345,charge,,2021-11-07T11:15:03-05:00,,2000,,,,,,,,,,,,,,,
PP2164-Attempt to get debit offset lineitem using charge product,346,getlineitem,,2021-11-07T,,,CHARGE,,,,,,,,,,,,,,
PP2164-Attempt to get debit offset lineitem using charge product,347,validation,,,2021-11-07T,,CHARGE,2000,2000,2000,0,0,0,0,0,initial_principal_cents,,,,,VALID
PP2164-Attempt to get debit offset lineitem using charge product,348,debitoffset,,2021-11-12T11:15:03-05:00,,20,,,,,,,,,,,,,,,
PP2164-Attempt to get debit offset lineitem using charge product,349,getlineitem,,2021-11-12T,,,DEBIT_OFFSET,,,,,,,,,,,,,,
PP2164-Attempt to get debit offset lineitem using charge product,350,validation,2021-11-13T12:16:16-04:00,,2021-11-12T,,DEBIT_OFFSET,-20,0,0,0,0,0,0,0,upd payment principal_cents: -20 + 20,,,,,VALID
PP2165-Attempt to get debit offset lineitem using credit product,351,getlineitem,,2021-11-07T,,,CHARGE,,,,,,,,,,,,,,
PP2165-Attempt to get debit offset lineitem using credit product,352,validation,2021-11-08T11:15:03-05:00,,2021-11-07T,,CHARGE,100000,100000,100000,0,0,0,0,0,initial_principal_cents,,,,,VALID
PP2165-Attempt to get debit offset lineitem using credit product,353,charge,,2021-11-07T11:15:03-05:00,,2000,,,,,,,,,,,,,,,
PP2165-Attempt to get debit offset lineitem using credit product,354,getlineitem,,2021-11-07T,,,CHARGE,,,,,,,,,,,,,,
PP2165-Attempt to get debit offset lineitem using credit product,355,validation,,,2021-11-07T,,CHARGE,2000,2000,2000,0,0,0,0,0,initial_principal_cents,,,,,VALID
PP2165-Attempt to get debit offset lineitem using credit product,356,debitoffset,,2021-11-12T11:15:03-05:00,,20,,,,,,,,,,,,,,,
PP2165-Attempt to get debit offset lineitem using credit product,357,getlineitem,,2021-11-12T,,,DEBIT_OFFSET,,,,,,,,,,,,,,
PP2165-Attempt to get debit offset lineitem using credit product,358,validation,2021-11-13T12:16:16-04:00,,2021-11-12T,,DEBIT_OFFSET,-20,0,0,0,0,0,0,0,upd payment principal_cents: -20 + 20,,,,,VALID
PP1515-Attempt to get credit offset lineitem using revolving product,325,getlineitem,,2021-11-07T,,,CHARGE,,,,,,,,,,,,,,
PP1515-Attempt to get credit offset lineitem using revolving product,326,validation,2021-11-08T11:15:03-05:00,,2021-11-07T,,CHARGE,100000,100000,100000,0,0,0,0,0,initial_principal_cents,,,,,VALID
PP1515-Attempt to get credit offset lineitem using revolving product,327,charge,,2021-11-07T11:15:03-05:00,,2000,,,,,,,,,,,,,,,
PP1515-Attempt to get credit offset lineitem using revolving product,328,getlineitem,,2021-11-07T,,,CHARGE,,,,,,,,,,,,,,
PP1515-Attempt to get credit offset lineitem using revolving product,329,validation,,,2021-11-07T,,CHARGE,2000,2000,2000,0,0,0,0,0,initial_principal_cents,,,,,VALID
PP1515-Attempt to get credit offset lineitem using revolving product,330,creditoffset,,2021-11-12T11:15:03-05:00,,50,,,,,,,,,,,,,,,
PP1515-Attempt to get credit offset lineitem using revolving product,331,getlineitem,,2021-11-12T,,,CREDIT_OFFSET,,,,,,,,,,,,,,
PP1515-Attempt to get credit offset lineitem using revolving product,332,validation,2021-11-13T12:16:16-04:00,,2021-11-12T,,CREDIT_OFFSET,50,0,0,0,0,0,0,0,upd payment principal_cents: -50 + 50,,,,,VALID
PP2166-Attempt to get credit offset lineitem using installment product,333,getlineitem,,2021-11-07T,,,CHARGE,,,,,,,,,,,,,,
PP2166-Attempt to get credit offset lineitem using installment product,334,validation,2021-11-09T11:15:03-05:00,,2021-11-07T,,CHARGE,100000,0,0,0,0,0,0,0,initial_principal_cents,,,,,VALID
PP2166-Attempt to get credit offset lineitem using installment product,337,charge,,2021-11-10T11:15:03-05:00,,2000,,,,,,,,,,,,,,,
PP2166-Attempt to get credit offset lineitem using installment product,338,getlineitem,,2021-11-10T,,,CHARGE,,,,,,,,,,,,,,
PP2166-Attempt to get credit offset lineitem using installment product,339,validation,,,2021-11-10T,,CHARGE,2000,2000,2000,0,0,0,0,0,initial_principal_cents,,,,,VALID
PP2166-Attempt to get credit offset lineitem using installment product,340,creditoffset,,2021-11-12T11:15:03-05:00,,50,,,,,,,,,,,,,,,
PP2166-Attempt to get credit offset lineitem using installment product,341,getlineitem,,2021-11-12T,,,CREDIT_OFFSET,,,,,,,,,,,,,,
PP2166-Attempt to get credit offset lineitem using installment product,342,validation,2021-11-13T12:16:16-04:00,,2021-11-12T,,CREDIT_OFFSET,50,0,0,0,0,0,0,0,upd payment principal_cents: -50 + 50,,,,,VALID
PP2166-Attempt to get credit offset lineitem using installment product,335,getlineitem,30,2021-11-07T,,,LOAN,,,,,,,,,,,,,,
PP2166-Attempt to get credit offset lineitem using installment product,336,validation,,,,,LOAN,100000,100000,100000,0,0,0,0,0,roll up loan,,,,,VALID
PP2167-Attempt to get credit offset lineitem using charge product,343,getlineitem,,2021-11-07T,,,CHARGE,,,,,,,,,,,,,,
PP2167-Attempt to get credit offset lineitem using charge product,344,validation,2021-11-08T11:15:03-05:00,,2021-11-07T,,CHARGE,100000,100000,100000,0,0,0,0,0,initial_principal_cents,,,,,VALID
PP2167-Attempt to get credit offset lineitem using charge product,345,charge,,2021-11-07T11:15:03-05:00,,2000,,,,,,,,,,,,,,,
PP2167-Attempt to get credit offset lineitem using charge product,346,getlineitem,,2021-11-07T,,,CHARGE,,,,,,,,,,,,,,
PP2167-Attempt to get credit offset lineitem using charge product,347,validation,,,2021-11-07T,,CHARGE,2000,2000,2000,0,0,0,0,0,initial_principal_cents,,,,,VALID
PP2167-Attempt to get credit offset lineitem using charge product,348,creditoffset,,2021-11-12T11:15:03-05:00,,50,,,,,,,,,,,,,,,
PP2167-Attempt to get credit offset lineitem using charge product,349,getlineitem,,2021-11-12T,,,CREDIT_OFFSET,,,,,,,,,,,,,,
PP2167-Attempt to get credit offset lineitem using charge product,350,validation,2021-11-13T12:16:16-04:00,,2021-11-12T,,CREDIT_OFFSET,50,0,0,0,0,0,0,0,upd payment principal_cents: -50 + 50,,,,,VALID
PP2168-Attempt to get credit offset lineitem using credit product,351,getlineitem,,2021-11-07T,,,CHARGE,,,,,,,,,,,,,,
PP2168-Attempt to get credit offset lineitem using credit product,352,validation,2021-11-08T11:15:03-05:00,,2021-11-07T,,CHARGE,100000,100000,100000,0,0,0,0,0,initial_principal_cents,,,,,VALID
PP2168-Attempt to get credit offset lineitem using credit product,353,charge,,2021-11-07T11:15:03-05:00,,2000,,,,,,,,,,,,,,,
PP2168-Attempt to get credit offset lineitem using credit product,354,getlineitem,,2021-11-07T,,,CHARGE,,,,,,,,,,,,,,
PP2168-Attempt to get credit offset lineitem using credit product,355,validation,,,2021-11-07T,,CHARGE,2000,2000,2000,0,0,0,0,0,initial_principal_cents,,,,,VALID
PP2168-Attempt to get credit offset lineitem using credit product,356,creditoffset,,2021-11-12T11:15:03-05:00,,50,,,,,,,,,,,,,,,
PP2168-Attempt to get credit offset lineitem using credit product,357,getlineitem,,2021-11-12T,,,CREDIT_OFFSET,,,,,,,,,,,,,,
PP2168-Attempt to get credit offset lineitem using credit product,358,validation,2021-11-13T12:16:16-04:00,,2021-11-12T,,CREDIT_OFFSET,50,0,0,0,0,0,0,0,upd payment principal_cents: -50 + 50,,,,,VALID
PP1524-Verify debit offset transactions are statused asDebit Offset,325,getlineitem,,2021-11-07T,,,CHARGE,,,,,,,,,,,,,,
PP1524-Verify debit offset transactions are statused as Debit Offset,326,validation,2021-11-08T11:15:03-05:00,,2021-11-07T,,CHARGE,100000,100000,100000,0,0,0,0,0,initial_principal_cents,,,,,VALID
PP1524-Verify debit offset transactions are statused as Debit Offset,327,charge,,2021-11-07T11:15:03-05:00,,2000,,,,,,,,,,,,,,,
PP1524-Verify debit offset transactions are statused as Debit Offset,328,getlineitem,,2021-11-07T,,,CHARGE,,,,,,,,,,,,,,
PP1524-Verify debit offset transactions are statused as Debit Offset,329,validation,,,2021-11-07T,,CHARGE,2000,2000,2000,0,0,0,0,0,initial_principal_cents,,,,,VALID
PP1524-Verify debit offset transactions are statused as Debit Offset,330,debitoffset,,2021-11-12T11:15:03-05:00,,20,,,,,,,,,,,,,,,
PP1524-Verify debit offset transactions are statused as Debit Offset,331,getlineitem,,2021-11-12T,,,DEBIT_OFFSET,,,,,,,,,,,,,,
PP1524-Verify debit offset transactions are statused as Debit Offset,332,validation,2021-11-13T12:16:16-04:00,,2021-11-12T,,DEBIT_OFFSET,-20,0,0,0,0,0,0,0,upd payment principal_cents: -20 + 20,,,,,VALID
PP1525-Verify credit offset transactions are statused as Credit Offset,333,getlineitem,,2021-11-07T,,,CHARGE,,,,,,,,,,,,,,
PP1525-Verify credit offset transactions are statused as Credit Offset,334,validation,2021-11-08T11:15:03-05:00,,2021-11-07T,,CHARGE,100000,100000,100000,0,0,0,0,0,initial_principal_cents,,,,,VALID
PP1525-Verify credit offset transactions are statused as Credit Offset,335,charge,,2021-11-07T11:15:03-05:00,,2000,,,,,,,,,,,,,,,
PP1525-Verify credit offset transactions are statused as Credit Offset,336,getlineitem,,2021-11-07T,,,CHARGE,,,,,,,,,,,,,,
PP1525-Verify credit offset transactions are statused as Credit Offset,337,validation,,,2021-11-07T,,CHARGE,2000,2000,2000,0,0,0,0,0,initial_principal_cents,,,,,VALID
PP1525-Verify credit offset transactions are statused as Credit Offset,338,creditoffset,,2021-11-12T11:15:03-05:00,,50,,,,,,,,,,,,,,,
PP1525-Verify credit offset transactions are statused as Credit Offset,339,getlineitem,,2021-11-12T,,,CREDIT_OFFSET,,,,,,,,,,,,,,
PP1525-Verify credit offset transactions are statused as Credit Offset,340,validation,2021-11-13T12:16:16-04:00,,2021-11-12T,,CREDIT_OFFSET,50,0,0,0,0,0,0,0,upd payment principal_cents: -50 + 50,,,,,VALID
PP1493-Validate details fetched and displayed for each Line item under line item overview section,223,getlineitem,2021-12-16T11:15:03-05:00,2021-11-15T,,,CHARGE,,,,,,,,,,,,,,
PP1493-Validate details fetched and displayed for each Line item under line item overview section,224,validation,,,2021-11-15T,,CHARGE,100000,100000,100000,0,0,0,0,0,initial_principal_cents,,,,,VALID
PP1493-Validate details fetched and displayed for each Line item under line item overview section,225,getlineitem,,2021-11-24T,,,LATE_FEE,,,,,,,,,,,,,,
PP1493-Validate details fetched and displayed for each Line item under line item overview section,226,validation,2021-12-28T11:15:03-05:00,,2021-11-24T,,LATE_FEE,5800,5800,0,0,0,0,0,0,late fee,,,,,VALID
PP1494-Validate details fetched and displayed for each Line item under line item Summary section,227,getlineitem,2021-12-16T11:15:03-05:00,2021-11-01T,,,CHARGE,,,,,,,,,,,,,,
PP1494-Validate details fetched and displayed for each Line item under line item Summary section,228,validation,,,2021-11-01T,,CHARGE,100000,0,0,0,0,0,0,0,initial_principal_cents,,,,,VALID
PP1494-Validate details fetched and displayed for each Line item under line item Summary section,231,getlineitem,,2021-11-12T,,,LATE_FEE,,,,,,,,,,,,,,
PP1494-Validate details fetched and displayed for each Line item under line item Summary section,232,validation,2021-11-20T11:15:03-05:00,,2021-11-12T,,LATE_FEE,5800,5800,0,0,0,0,0,0,late fee,,,,,VALID
PP1494-Validate details fetched and displayed for each Line item under line item Summary section,229,getlineitem,30,2021-11-07T,,,LOAN,,,,,,,,,,,,,,
PP1494-Validate details fetched and displayed for each Line item under line item Summary section,230,validation,,,,,LOAN,100000,100000,100000,0,0,0,0,0,roll up loan,,,,,VALID
PP1495-Validate details fetched and displayed for each Line item under merchant data section,233,getlineitem,2021-11-16T11:15:03-05:00,2021-11-01T,,,CHARGE,,,,,,,,,,,,,,
PP1495-Validate details fetched and displayed for each Line item under merchant data section,234,validation,,,2021-11-01T,,CHARGE,100000,0,0,0,0,0,0,0,initial_principal_cents,,,,,VALID
PP1495-Validate details fetched and displayed for each Line item under merchant data section,234,charge,,2021-11-07T11:15:03-05:00,,2000,,,,,,,,,,,,,,,
PP1495-Validate details fetched and displayed for each Line item under merchant data section,234,getlineitem,2021-12-16T11:15:03-05:00,2021-11-07T,,,CHARGE,,,,,,,,,,,,,,
PP1495-Validate details fetched and displayed for each Line item under merchant data section,234,validation,,,2021-11-07T,,CHARGE,2000,2000,2000,0,0,0,0,0,initial_principal_cents,,,,,VALID
PP1495-Validate details fetched and displayed for each Line item under merchant data section,233,getlineitem,2021-11-16T11:15:03-05:00,2021-11-01T,,,CHARGE,,,,,,,,,,,,,,
PP1495-Validate details fetched and displayed for each Line item under merchant data section,234,validation,,,2021-11-01T,,CHARGE,100000,0,0,0,0,0,0,0,initial_principal_cents,,,,,VALID
PP1495-Validate details fetched and displayed for each Line item under merchant data section,235,charge,,2021-11-07T11:15:03-05:00,,2000,,,,,,,,,,,,,,,
PP1495-Validate details fetched and displayed for each Line item under merchant data section,236,getlineitem,2021-12-16T11:15:03-05:00,2021-11-07T,,,CHARGE,,,,,,,,,,,,,,
PP1495-Validate details fetched and displayed for each Line item under merchant data section,237,validation,,,2021-11-07T,,CHARGE,2000,2000,2000,0,0,0,0,0,initial_principal_cents,Home Depot,42,,,VALID
PP2169-Validate details fetched in charge and displayed for each Line item under merchant data section,238,getlineitem,2021-11-16T11:15:03-05:00,2021-11-07T,,,CHARGE,,,,,,,,,,,,,,
PP2169-Validate details fetched in charge and displayed for each Line item under merchant data section,239,validation,,,2021-11-07T,,CHARGE,100000,0,0,0,0,0,0,0,initial_principal_cents,,,,,VALID
PP2169-Validate details fetched in charge and displayed for each Line item under merchant data section,240,charge,,2021-11-08T11:15:03-05:00,,2000,,,,,,,,,,,,,,,
