tc_name,index,transaction_type,roll_date,effective_at,transaction_date,original_amount_cents,exp_line_item_type,exp_original_amount_cents,exp_balance_cents,exp_principal_cents
PP1565 - Get Charges and Initial Cents Payments Origination fees Monthly fees  Annual Fees and Interest Debit Offset Credit Offset Payment reversals Payment Reversal fees Line items on Revolving,292,payment,,2020-09-15T12:16:08-04:00,,120000,,,,
PP1565 - Get Charges and Initial Cents Payments Origination fees Monthly fees  Annual Fees and Interest Debit Offset Credit Offset Payment reversals Payment Reversal fees Line items on Revolving,293,validation,2020-09-16T12:16:08-04:00,,2020-09-15T,,PAYMENT,-120000,0,0
PP1565 - Get Charges and Initial Cents Payments Origination fees Monthly fees  Annual Fees and Interest Debit Offset Credit Offset Payment reversals Payment Reversal fees Line items on Revolving,294,paymentreversal,,,,,,,,
PP1565 - Get Charges and Initial Cents Payments Origination fees Monthly fees  Annual Fees and Interest Debit Offset Credit Offset Payment reversals Payment Reversal fees Line items on Revolving,295,validation,2021-02-08T12:16:08-04:00,,2020-12-31T,,MONTH_FEE,5800,5800,0
PP1565 - Get Charges and Initial Cents Payments Origination fees Monthly fees  Annual Fees and Interest Debit Offset Credit Offset Payment reversals Payment Reversal fees Line items on Revolving,296,validation,,,2020-12-31T,,YEAR_FEE,11500,11500,0
PP1565 - Get Charges and Initial Cents Payments Origination fees Monthly fees  Annual Fees and Interest Debit Offset Credit Offset Payment reversals Payment Reversal fees Line items on Revolving,297,validation,50,,,,PAYMENT_REVERSAL,120000,0,0
PP1565 - Get Charges and Initial Cents Payments Origination fees Monthly fees  Annual Fees and Interest Debit Offset Credit Offset Payment reversals Payment Reversal fees Line items on Revolving,298,validation,,,,,PAYMENT_REVERSAL_FEE,1500,0,0
PP1566 - Get Charges and Initial Cents Payments Origination fees Monthly fees  Annual Fees and Interest Debit Offset Credit Offset Payment reversals Payment Reversal fees Line items  on charge,299,validation,2020-09-13T12:16:16-04:00,,2020-09-11T,,ORIG_FEE,20000,20000,0
PP1566 - Get Charges and Initial Cents Payments Origination fees Monthly fees  Annual Fees and Interest Debit Offset Credit Offset Payment reversals Payment Reversal fees Line items  on charge,300,validation,2020-09-13T12:16:16-04:00,,2020-09-11T,,CHARGE,100000,100000,100000
PP1566 - Get Charges and Initial Cents Payments Origination fees Monthly fees  Annual Fees and Interest Debit Offset Credit Offset Payment reversals Payment Reversal fees Line items  on charge,301,debitoffset,,2020-09-11T12:16:16-04:00,,20,,,,
PP1566 - Get Charges and Initial Cents Payments Origination fees Monthly fees  Annual Fees and Interest Debit Offset Credit Offset Payment reversals Payment Reversal fees Line items  on charge,302,creditoffset,,2020-09-11T12:16:16-04:00,,50,,,,
PP1566 - Get Charges and Initial Cents Payments Origination fees Monthly fees  Annual Fees and Interest Debit Offset Credit Offset Payment reversals Payment Reversal fees Line items  on charge,303,validation,2020-09-13T12:16:16-04:00,,2020-09-11T,,DEBIT_OFFSET,-20,-20,0
PP1566 - Get Charges and Initial Cents Payments Origination fees Monthly fees  Annual Fees and Interest Debit Offset Credit Offset Payment reversals Payment Reversal fees Line items  on charge,304,validation,2020-09-13T12:16:16-04:00,,,,CREDIT_OFFSET,50,50,0
PP1566 - Get Charges and Initial Cents Payments Origination fees Monthly fees  Annual Fees and Interest Debit Offset Credit Offset Payment reversals Payment Reversal fees Line items  on charge,305,charge,,2020-09-14T12:16:08-04:00,,50000,,,,
PP1566 - Get Charges and Initial Cents Payments Origination fees Monthly fees  Annual Fees and Interest Debit Offset Credit Offset Payment reversals Payment Reversal fees Line items  on charge,306,validation,2020-09-15T12:16:08-04:00,,2020-09-14T,,CHARGE,50000,50000,50000
PP1566 - Get Charges and Initial Cents Payments Origination fees Monthly fees  Annual Fees and Interest Debit Offset Credit Offset Payment reversals Payment Reversal fees Line items  on charge,307,payment,,2020-09-15T12:16:08-04:00,,120000,,,,
PP1566 - Get Charges and Initial Cents Payments Origination fees Monthly fees  Annual Fees and Interest Debit Offset Credit Offset Payment reversals Payment Reversal fees Line items  on charge,308,validation,2020-09-16T12:16:08-04:00,,2020-09-15T,,PAYMENT,-120000,0,0
PP1566 - Get Charges and Initial Cents Payments Origination fees Monthly fees  Annual Fees and Interest Debit Offset Credit Offset Payment reversals Payment Reversal fees Line items  on charge,309,paymentreversal,,,,,,,,
PP1566 - Get Charges and Initial Cents Payments Origination fees Monthly fees  Annual Fees and Interest Debit Offset Credit Offset Payment reversals Payment Reversal fees Line items  on charge,310,validation,2021-02-08T12:16:08-04:00,,2020-12-31T,,MONTH_FEE,5800,5800,0
PP1566 - Get Charges and Initial Cents Payments Origination fees Monthly fees  Annual Fees and Interest Debit Offset Credit Offset Payment reversals Payment Reversal fees Line items  on charge,311,validation,,,2020-12-31T,,YEAR_FEE,11500,11500,0
PP1566 - Get Charges and Initial Cents Payments Origination fees Monthly fees  Annual Fees and Interest Debit Offset Credit Offset Payment reversals Payment Reversal fees Line items  on charge,312,validation,50,,,,PAYMENT_REVERSAL,120000,0,0
PP1566 - Get Charges and Initial Cents Payments Origination fees Monthly fees  Annual Fees and Interest Debit Offset Credit Offset Payment reversals Payment Reversal fees Line items  on charge,313,validation,,,,,PAYMENT_REVERSAL_FEE,1500,0,0
PP1567 - Get Charges and Initial Cents Payments Origination fees Monthly fees  Annual Fees and Interest Debit Offset Credit Offset Payment reversals Payment Reversal fees Line items on credit,314,validation,2020-09-13T12:16:16-04:00,,2020-09-11T,,ORIG_FEE,20000,20000,0
PP1567 - Get Charges and Initial Cents Payments Origination fees Monthly fees  Annual Fees and Interest Debit Offset Credit Offset Payment reversals Payment Reversal fees Line items on credit,315,validation,2020-09-13T12:16:16-04:00,,2020-09-11T,,CHARGE,100000,100000,100000
PP1567 - Get Charges and Initial Cents Payments Origination fees Monthly fees  Annual Fees and Interest Debit Offset Credit Offset Payment reversals Payment Reversal fees Line items on credit,316,debitoffset,,2020-09-11T12:16:16-04:00,,20,,,,
PP1567 - Get Charges and Initial Cents Payments Origination fees Monthly fees  Annual Fees and Interest Debit Offset Credit Offset Payment reversals Payment Reversal fees Line items on credit,317,creditoffset,,2020-09-11T12:16:16-04:00,,50,,,,
PP1567 - Get Charges and Initial Cents Payments Origination fees Monthly fees  Annual Fees and Interest Debit Offset Credit Offset Payment reversals Payment Reversal fees Line items on credit,318,validation,2020-09-13T12:16:16-04:00,,2020-09-11T,,DEBIT_OFFSET,-20,-20,0
PP1567 - Get Charges and Initial Cents Payments Origination fees Monthly fees  Annual Fees and Interest Debit Offset Credit Offset Payment reversals Payment Reversal fees Line items on credit,319,validation,2020-09-13T12:16:16-04:00,,,,CREDIT_OFFSET,50,50,0
PP1567 - Get Charges and Initial Cents Payments Origination fees Monthly fees  Annual Fees and Interest Debit Offset Credit Offset Payment reversals Payment Reversal fees Line items on credit,320,charge,,2020-09-14T12:16:08-04:00,,50000,,,,
PP1567 - Get Charges and Initial Cents Payments Origination fees Monthly fees  Annual Fees and Interest Debit Offset Credit Offset Payment reversals Payment Reversal fees Line items on credit,321,validation,2020-09-15T12:16:08-04:00,,2020-09-14T,,CHARGE,50000,50000,50000
PP1567 - Get Charges and Initial Cents Payments Origination fees Monthly fees  Annual Fees and Interest Debit Offset Credit Offset Payment reversals Payment Reversal fees Line items on credit,322,payment,,2020-09-15T12:16:08-04:00,,120000,,,,
PP1567 - Get Charges and Initial Cents Payments Origination fees Monthly fees  Annual Fees and Interest Debit Offset Credit Offset Payment reversals Payment Reversal fees Line items on credit,323,validation,2020-09-16T12:16:08-04:00,,2020-09-15T,,PAYMENT,-120000,0,0
PP1567 - Get Charges and Initial Cents Payments Origination fees Monthly fees  Annual Fees and Interest Debit Offset Credit Offset Payment reversals Payment Reversal fees Line items on credit,324,paymentreversal,,,,,,,,
PP1567 - Get Charges and Initial Cents Payments Origination fees Monthly fees  Annual Fees and Interest Debit Offset Credit Offset Payment reversals Payment Reversal fees Line items on credit,325,validation,2021-02-08T12:16:08-04:00,,2020-12-31T,,MONTH_FEE,5800,5800,0
PP1567 - Get Charges and Initial Cents Payments Origination fees Monthly fees  Annual Fees and Interest Debit Offset Credit Offset Payment reversals Payment Reversal fees Line items on credit,326,validation,,,2020-12-31T,,YEAR_FEE,11500,11500,0
PP1567 - Get Charges and Initial Cents Payments Origination fees Monthly fees  Annual Fees and Interest Debit Offset Credit Offset Payment reversals Payment Reversal fees Line items on credit,327,validation,50,,,,PAYMENT_REVERSAL,120000,0,0
PP1567 - Get Charges and Initial Cents Payments Origination fees Monthly fees  Annual Fees and Interest Debit Offset Credit Offset Payment reversals Payment Reversal fees Line items on credit,328,validation,,,,,PAYMENT_REVERSAL_FEE,1500,0,0
PP1479 - Get Charges and Initial Cents Payments Origination fees Monthly fees  Annual Fees and Interest Debit Offset Credit Offset Payment reversals Payment Reversal fees Late fees Line items  on Installment,329,validation,2020-09-13T12:16:16-04:00,,2020-09-11T,,ORIG_FEE,20000,20000,0
PP1479 - Get Charges and Initial Cents Payments Origination fees Monthly fees  Annual Fees and Interest Debit Offset Credit Offset Payment reversals Payment Reversal fees Late fees Line items  on Installment,330,validation,2020-09-13T12:16:16-04:00,,2020-09-11T,,CHARGE,100000,0,0
PP1479 - Get Charges and Initial Cents Payments Origination fees Monthly fees  Annual Fees and Interest Debit Offset Credit Offset Payment reversals Payment Reversal fees Late fees Line items  on Installment,331,validation,,,2020-09-11T,,LOAN,100000,100000,100000
PP1479 - Get Charges and Initial Cents Payments Origination fees Monthly fees  Annual Fees and Interest Debit Offset Credit Offset Payment reversals Payment Reversal fees Late fees Line items  on Installment,332,debitoffset,,2020-09-11T12:16:16-04:00,,20,,,,
PP1479 - Get Charges and Initial Cents Payments Origination fees Monthly fees  Annual Fees and Interest Debit Offset Credit Offset Payment reversals Payment Reversal fees Late fees Line items  on Installment,333,creditoffset,,2020-09-11T12:16:16-04:00,,50,,,,
PP1479 - Get Charges and Initial Cents Payments Origination fees Monthly fees  Annual Fees and Interest Debit Offset Credit Offset Payment reversals Payment Reversal fees Late fees Line items  on Installment,334,validation,2020-09-13T12:16:16-04:00,,2020-09-11T,,DEBIT_OFFSET,-20,0,0
PP1479 - Get Charges and Initial Cents Payments Origination fees Monthly fees  Annual Fees and Interest Debit Offset Credit Offset Payment reversals Payment Reversal fees Late fees Line items  on Installment,335,validation,2020-09-13T12:16:16-04:00,,,,CREDIT_OFFSET,50,50,0
PP1479 - Get Charges and Initial Cents Payments Origination fees Monthly fees  Annual Fees and Interest Debit Offset Credit Offset Payment reversals Payment Reversal fees Late fees Line items  on Installment,336,charge,,2020-09-14T12:16:08-04:00,,50000,,,,
PP1479 - Get Charges and Initial Cents Payments Origination fees Monthly fees  Annual Fees and Interest Debit Offset Credit Offset Payment reversals Payment Reversal fees Late fees Line items  on Installment,337,validation,2020-09-15T12:16:08-04:00,,2020-09-14T,,CHARGE,50000,50000,50000
PP1479 - Get Charges and Initial Cents Payments Origination fees Monthly fees  Annual Fees and Interest Debit Offset Credit Offset Payment reversals Payment Reversal fees Late fees Line items  on Installment,338,payment,,2020-09-15T12:16:08-04:00,,120000,,,,
PP1479 - Get Charges and Initial Cents Payments Origination fees Monthly fees  Annual Fees and Interest Debit Offset Credit Offset Payment reversals Payment Reversal fees Late fees Line items  on Installment,339,validation,2020-09-16T12:16:08-04:00,,2020-09-15T,,PAYMENT,-120000,0,0
PP1479 - Get Charges and Initial Cents Payments Origination fees Monthly fees  Annual Fees and Interest Debit Offset Credit Offset Payment reversals Payment Reversal fees Late fees Line items  on Installment,340,paymentreversal,,,,,,,,
PP1479 - Get Charges and Initial Cents Payments Origination fees Monthly fees  Annual Fees and Interest Debit Offset Credit Offset Payment reversals Payment Reversal fees Late fees Line items  on Installment,341,validation,2021-02-08T12:16:08-04:00,,2020-12-31T,,MONTH_FEE,5800,5800,0
PP1479 - Get Charges and Initial Cents Payments Origination fees Monthly fees  Annual Fees and Interest Debit Offset Credit Offset Payment reversals Payment Reversal fees Late fees Line items  on Installment,342,validation,,,2020-12-31T,,YEAR_FEE,11500,11500,0
PP1479 - Get Charges and Initial Cents Payments Origination fees Monthly fees  Annual Fees and Interest Debit Offset Credit Offset Payment reversals Payment Reversal fees Late fees Line items  on Installment,343,validation,50,,,,PAYMENT_REVERSAL,120000,0,0
PP1479 - Get Charges and Initial Cents Payments Origination fees Monthly fees  Annual Fees and Interest Debit Offset Credit Offset Payment reversals Payment Reversal fees Late fees Line items  on Installment,344,validation,,,,,PAYMENT_REVERSAL_FEE,1500,0,0
PP1479 - Get Charges and Initial Cents Payments Origination fees Monthly fees  Annual Fees and Interest Debit Offset Credit Offset Payment reversals Payment Reversal fees Late fees Line items  on Installment,345,validation,,,2020-12-15T,,LATE_FEE,2800,2800,0
PP1568 - Get Charges and Initial Cents Payments Origination fees Monthly fees  Annual Fees and Interest Debit Offset Credit Offset Payment reversals Payment Reversal fees Late fees Line items  on Revolving,346,validation,2020-09-13T12:16:16-04:00,,2020-09-11T,,ORIG_FEE,20000,20000,0
PP1568 - Get Charges and Initial Cents Payments Origination fees Monthly fees  Annual Fees and Interest Debit Offset Credit Offset Payment reversals Payment Reversal fees Late fees Line items  on Revolving,347,validation,2020-09-13T12:16:16-04:00,,2020-09-11T,,CHARGE,100000,100000,100000
PP1568 - Get Charges and Initial Cents Payments Origination fees Monthly fees  Annual Fees and Interest Debit Offset Credit Offset Payment reversals Payment Reversal fees Late fees Line items  on Revolving,348,debitoffset,,2020-09-11T12:16:16-04:00,,20,,,,
PP1568 - Get Charges and Initial Cents Payments Origination fees Monthly fees  Annual Fees and Interest Debit Offset Credit Offset Payment reversals Payment Reversal fees Late fees Line items  on Revolving,349,creditoffset,,2020-09-11T12:16:16-04:00,,50,,,,
PP1568 - Get Charges and Initial Cents Payments Origination fees Monthly fees  Annual Fees and Interest Debit Offset Credit Offset Payment reversals Payment Reversal fees Late fees Line items  on Revolving,350,validation,2020-09-13T12:16:16-04:00,,2020-09-11T,,DEBIT_OFFSET,-20,-20,0
PP1568 - Get Charges and Initial Cents Payments Origination fees Monthly fees  Annual Fees and Interest Debit Offset Credit Offset Payment reversals Payment Reversal fees Late fees Line items  on Revolving,351,validation,2020-09-13T12:16:16-04:00,,,,CREDIT_OFFSET,50,50,0
PP1568 - Get Charges and Initial Cents Payments Origination fees Monthly fees  Annual Fees and Interest Debit Offset Credit Offset Payment reversals Payment Reversal fees Late fees Line items  on Revolving,352,charge,,2020-09-14T12:16:08-04:00,,50000,,,,
PP1568 - Get Charges and Initial Cents Payments Origination fees Monthly fees  Annual Fees and Interest Debit Offset Credit Offset Payment reversals Payment Reversal fees Late fees Line items  on Revolving,353,validation,2020-09-15T12:16:08-04:00,,2020-09-14T,,CHARGE,50000,50000,50000
PP1568 - Get Charges and Initial Cents Payments Origination fees Monthly fees  Annual Fees and Interest Debit Offset Credit Offset Payment reversals Payment Reversal fees Late fees Line items  on Revolving,354,payment,,2020-09-15T12:16:08-04:00,,120000,,,,
PP1568 - Get Charges and Initial Cents Payments Origination fees Monthly fees  Annual Fees and Interest Debit Offset Credit Offset Payment reversals Payment Reversal fees Late fees Line items  on Revolving,355,validation,2020-09-16T12:16:08-04:00,,2020-09-15T,,PAYMENT,-120000,0,0
PP1568 - Get Charges and Initial Cents Payments Origination fees Monthly fees  Annual Fees and Interest Debit Offset Credit Offset Payment reversals Payment Reversal fees Late fees Line items  on Revolving,356,paymentreversal,,,,,,,,
PP1568 - Get Charges and Initial Cents Payments Origination fees Monthly fees  Annual Fees and Interest Debit Offset Credit Offset Payment reversals Payment Reversal fees Late fees Line items  on Revolving,357,validation,2021-02-08T12:16:08-04:00,,2020-12-31T,,MONTH_FEE,5800,5800,0
PP1568 - Get Charges and Initial Cents Payments Origination fees Monthly fees  Annual Fees and Interest Debit Offset Credit Offset Payment reversals Payment Reversal fees Late fees Line items  on Revolving,358,validation,,,2020-12-31T,,YEAR_FEE,11500,11500,0
PP1568 - Get Charges and Initial Cents Payments Origination fees Monthly fees  Annual Fees and Interest Debit Offset Credit Offset Payment reversals Payment Reversal fees Late fees Line items  on Revolving,359,validation,50,,,,PAYMENT_REVERSAL,120000,0,0
PP1568 - Get Charges and Initial Cents Payments Origination fees Monthly fees  Annual Fees and Interest Debit Offset Credit Offset Payment reversals Payment Reversal fees Late fees Line items  on Revolving,360,validation,,,,,PAYMENT_REVERSAL_FEE,1500,0,0
PP1568 - Get Charges and Initial Cents Payments Origination fees Monthly fees  Annual Fees and Interest Debit Offset Credit Offset Payment reversals Payment Reversal fees Late fees Line items  on Revolving,361,validation,,,2021-01-06T,,LATE_FEE,2800,2800,0
PP1569 - Get Charges and Initial Cents Payments Origination fees Monthly fees  Annual Fees and Interest Debit Offset Credit Offset Payment reversals Payment Reversal fees Late fees Line items on charge,362,validation,2020-09-13T12:16:16-04:00,,2020-09-11T,,ORIG_FEE,20000,20000,0
PP1569 - Get Charges and Initial Cents Payments Origination fees Monthly fees  Annual Fees and Interest Debit Offset Credit Offset Payment reversals Payment Reversal fees Late fees Line items on charge,363,validation,2020-09-13T12:16:16-04:00,,2020-09-11T,,CHARGE,100000,100000,100000
PP1569 - Get Charges and Initial Cents Payments Origination fees Monthly fees  Annual Fees and Interest Debit Offset Credit Offset Payment reversals Payment Reversal fees Late fees Line items on charge,364,debitoffset,,2020-09-11T12:16:16-04:00,,20,,,,
PP1569 - Get Charges and Initial Cents Payments Origination fees Monthly fees  Annual Fees and Interest Debit Offset Credit Offset Payment reversals Payment Reversal fees Late fees Line items on charge,365,creditoffset,,2020-09-11T12:16:16-04:00,,50,,,,
PP1569 - Get Charges and Initial Cents Payments Origination fees Monthly fees  Annual Fees and Interest Debit Offset Credit Offset Payment reversals Payment Reversal fees Late fees Line items on charge,366,validation,2020-09-13T12:16:16-04:00,,2020-09-11T,,DEBIT_OFFSET,-20,-20,0
PP1569 - Get Charges and Initial Cents Payments Origination fees Monthly fees  Annual Fees and Interest Debit Offset Credit Offset Payment reversals Payment Reversal fees Late fees Line items on charge,367,validation,2020-09-13T12:16:16-04:00,,,,CREDIT_OFFSET,50,50,0
PP1569 - Get Charges and Initial Cents Payments Origination fees Monthly fees  Annual Fees and Interest Debit Offset Credit Offset Payment reversals Payment Reversal fees Late fees Line items on charge,368,charge,,2020-09-14T12:16:08-04:00,,50000,,,,
PP1569 - Get Charges and Initial Cents Payments Origination fees Monthly fees  Annual Fees and Interest Debit Offset Credit Offset Payment reversals Payment Reversal fees Late fees Line items on charge,369,validation,2020-09-15T12:16:08-04:00,,2020-09-14T,,CHARGE,50000,50000,50000
PP1569 - Get Charges and Initial Cents Payments Origination fees Monthly fees  Annual Fees and Interest Debit Offset Credit Offset Payment reversals Payment Reversal fees Late fees Line items on charge,370,payment,,2020-09-15T12:16:08-04:00,,120000,,,,
PP1569 - Get Charges and Initial Cents Payments Origination fees Monthly fees  Annual Fees and Interest Debit Offset Credit Offset Payment reversals Payment Reversal fees Late fees Line items on charge,371,validation,2020-09-16T12:16:08-04:00,,2020-09-15T,,PAYMENT,-120000,0,0
PP1569 - Get Charges and Initial Cents Payments Origination fees Monthly fees  Annual Fees and Interest Debit Offset Credit Offset Payment reversals Payment Reversal fees Late fees Line items on charge,372,paymentreversal,,,,,,,,
PP1569 - Get Charges and Initial Cents Payments Origination fees Monthly fees  Annual Fees and Interest Debit Offset Credit Offset Payment reversals Payment Reversal fees Late fees Line items on charge,373,validation,2021-02-08T12:16:08-04:00,,2020-12-31T,,MONTH_FEE,5800,5800,0
PP1569 - Get Charges and Initial Cents Payments Origination fees Monthly fees  Annual Fees and Interest Debit Offset Credit Offset Payment reversals Payment Reversal fees Late fees Line items on charge,374,validation,,,2020-12-31T,,YEAR_FEE,11500,11500,0
PP1569 - Get Charges and Initial Cents Payments Origination fees Monthly fees  Annual Fees and Interest Debit Offset Credit Offset Payment reversals Payment Reversal fees Late fees Line items on charge,375,validation,50,,,,PAYMENT_REVERSAL,120000,0,0
PP1569 - Get Charges and Initial Cents Payments Origination fees Monthly fees  Annual Fees and Interest Debit Offset Credit Offset Payment reversals Payment Reversal fees Late fees Line items on charge,376,validation,,,,,PAYMENT_REVERSAL_FEE,1500,0,0
PP1569 - Get Charges and Initial Cents Payments Origination fees Monthly fees  Annual Fees and Interest Debit Offset Credit Offset Payment reversals Payment Reversal fees Late fees Line items on charge,377,validation,,,2021-01-08T,,LATE_FEE,2800,2800,0
PP1570 - Get Charges and Initial Cents Payments Origination fees Monthly fees  Annual Fees and Interest Debit Offset Credit Offset Payment reversals Payment Reversal fees Late fees Line items on credit,378,validation,2020-09-12T12:16:16-04:00,,2020-09-11T,,ORIG_FEE,20000,20000,0
PP1570 - Get Charges and Initial Cents Payments Origination fees Monthly fees  Annual Fees and Interest Debit Offset Credit Offset Payment reversals Payment Reversal fees Late fees Line items on credit,379,validation,,,2020-09-11T,,CHARGE,100000,100000,100000
PP1570 - Get Charges and Initial Cents Payments Origination fees Monthly fees  Annual Fees and Interest Debit Offset Credit Offset Payment reversals Payment Reversal fees Late fees Line items on credit,380,debitoffset,,2020-09-13T12:16:16-04:00,,20,,,,
PP1570 - Get Charges and Initial Cents Payments Origination fees Monthly fees  Annual Fees and Interest Debit Offset Credit Offset Payment reversals Payment Reversal fees Late fees Line items on credit,381,validation,2020-09-15T12:16:16-04:00,,2020-09-13T,,DEBIT_OFFSET,-20,0,0
PP1570 - Get Charges and Initial Cents Payments Origination fees Monthly fees  Annual Fees and Interest Debit Offset Credit Offset Payment reversals Payment Reversal fees Late fees Line items on credit,382,creditoffset,,2020-09-17T12:16:16-04:00,,50,,,,
PP1570 - Get Charges and Initial Cents Payments Origination fees Monthly fees  Annual Fees and Interest Debit Offset Credit Offset Payment reversals Payment Reversal fees Late fees Line items on credit,383,validation,2020-09-19T12:16:16-04:00,,2020-09-17T,,CREDIT_OFFSET,50,50,0
PP1570 - Get Charges and Initial Cents Payments Origination fees Monthly fees  Annual Fees and Interest Debit Offset Credit Offset Payment reversals Payment Reversal fees Late fees Line items on credit,384,charge,,2020-09-20T12:16:16-04:00,,20000,,,,
PP1570 - Get Charges and Initial Cents Payments Origination fees Monthly fees  Annual Fees and Interest Debit Offset Credit Offset Payment reversals Payment Reversal fees Late fees Line items on credit,385,validation,2020-09-21T12:16:16-04:00,,2020-09-20T,,CHARGE,20000,20000,20000
PP1570 - Get Charges and Initial Cents Payments Origination fees Monthly fees  Annual Fees and Interest Debit Offset Credit Offset Payment reversals Payment Reversal fees Late fees Line items on credit,386,payment,,2020-09-22T12:16:16-04:00,,120000,,,,
PP1570 - Get Charges and Initial Cents Payments Origination fees Monthly fees  Annual Fees and Interest Debit Offset Credit Offset Payment reversals Payment Reversal fees Late fees Line items on credit,387,validation,2020-09-25T12:16:16-04:00,,2020-09-22T,,PAYMENT,-120000,0,0
PP1570 - Get Charges and Initial Cents Payments Origination fees Monthly fees  Annual Fees and Interest Debit Offset Credit Offset Payment reversals Payment Reversal fees Late fees Line items on credit,388,validation,2020-10-06T12:16:16-04:00,,2020-09-30T,,MONTH_FEE,5800,5800,0
PP1570 - Get Charges and Initial Cents Payments Origination fees Monthly fees  Annual Fees and Interest Debit Offset Credit Offset Payment reversals Payment Reversal fees Late fees Line items on credit,389,paymentreversal,,,,,,,,
PP1570 - Get Charges and Initial Cents Payments Origination fees Monthly fees  Annual Fees and Interest Debit Offset Credit Offset Payment reversals Payment Reversal fees Late fees Line items on credit,390,validation,50,,,,PAYMENT_REVERSAL,120000,0,0
PP1570 - Get Charges and Initial Cents Payments Origination fees Monthly fees  Annual Fees and Interest Debit Offset Credit Offset Payment reversals Payment Reversal fees Late fees Line items on credit,391,validation,,,,,PAYMENT_REVERSAL_FEE,1500,0,0
PP1570 - Get Charges and Initial Cents Payments Origination fees Monthly fees  Annual Fees and Interest Debit Offset Credit Offset Payment reversals Payment Reversal fees Late fees Line items on credit,392,validation,2021-01-10T12:16:16-04:00,,2020-12-31T,,YEAR_FEE,11500,11500,0
PP1570 - Get Charges and Initial Cents Payments Origination fees Monthly fees  Annual Fees and Interest Debit Offset Credit Offset Payment reversals Payment Reversal fees Late fees Line items on credit,393,validation,,,2020-12-31T,,MONTH_FEE,5800,5800,0
PP1570 - Get Charges and Initial Cents Payments Origination fees Monthly fees  Annual Fees and Interest Debit Offset Credit Offset Payment reversals Payment Reversal fees Late fees Line items on credit,394,validation,,,2021-01-06T,,LATE_FEE,2800,2800,0
PP1480 - Get Charges and Initial Cents Payments Origination fees Monthly fees  Annual Fees and Interest Debit Offset Credit Offset Payment reversals Payment Reversal fees Late fees Surcharge Line items  on Revolving,395,validation,2020-09-13T12:16:16-04:00,,2020-09-11T,,ORIG_FEE,20000,20000,0
PP1480 - Get Charges and Initial Cents Payments Origination fees Monthly fees  Annual Fees and Interest Debit Offset Credit Offset Payment reversals Payment Reversal fees Late fees Surcharge Line items  on Revolving,396,validation,2020-09-13T12:16:16-04:00,,2020-09-11T,,CHARGE,100000,100000,100000
PP1480 - Get Charges and Initial Cents Payments Origination fees Monthly fees  Annual Fees and Interest Debit Offset Credit Offset Payment reversals Payment Reversal fees Late fees Surcharge Line items  on Revolving,397,debitoffset,,2020-09-11T12:16:16-04:00,,20,,,,
PP1480 - Get Charges and Initial Cents Payments Origination fees Monthly fees  Annual Fees and Interest Debit Offset Credit Offset Payment reversals Payment Reversal fees Late fees Surcharge Line items  on Revolving,398,creditoffset,,2020-09-11T12:16:16-04:00,,50,,,,
PP1480 - Get Charges and Initial Cents Payments Origination fees Monthly fees  Annual Fees and Interest Debit Offset Credit Offset Payment reversals Payment Reversal fees Late fees Surcharge Line items  on Revolving,399,validation,2020-09-13T12:16:16-04:00,,2020-09-11T,,DEBIT_OFFSET,-20,-20,0
PP1480 - Get Charges and Initial Cents Payments Origination fees Monthly fees  Annual Fees and Interest Debit Offset Credit Offset Payment reversals Payment Reversal fees Late fees Surcharge Line items  on Revolving,400,validation,2020-09-13T12:16:16-04:00,,,,CREDIT_OFFSET,50,50,0
PP1480 - Get Charges and Initial Cents Payments Origination fees Monthly fees  Annual Fees and Interest Debit Offset Credit Offset Payment reversals Payment Reversal fees Late fees Surcharge Line items  on Revolving,401,charge,,2020-09-14T12:16:08-04:00,,50000,,,,
PP1480 - Get Charges and Initial Cents Payments Origination fees Monthly fees  Annual Fees and Interest Debit Offset Credit Offset Payment reversals Payment Reversal fees Late fees Surcharge Line items  on Revolving,402,validation,2020-09-15T12:16:08-04:00,,2020-09-14T,,CHARGE,50000,50000,50000
PP1480 - Get Charges and Initial Cents Payments Origination fees Monthly fees  Annual Fees and Interest Debit Offset Credit Offset Payment reversals Payment Reversal fees Late fees Surcharge Line items  on Revolving,403,payment,,2020-09-15T12:16:08-04:00,,120000,,,,
PP1480 - Get Charges and Initial Cents Payments Origination fees Monthly fees  Annual Fees and Interest Debit Offset Credit Offset Payment reversals Payment Reversal fees Late fees Surcharge Line items  on Revolving,404,validation,2020-09-16T12:16:08-04:00,,2020-09-15T,,PAYMENT,-120000,0,0
PP1480 - Get Charges and Initial Cents Payments Origination fees Monthly fees  Annual Fees and Interest Debit Offset Credit Offset Payment reversals Payment Reversal fees Late fees Surcharge Line items  on Revolving,405,paymentreversal,,,,,,,,
PP1480 - Get Charges and Initial Cents Payments Origination fees Monthly fees  Annual Fees and Interest Debit Offset Credit Offset Payment reversals Payment Reversal fees Late fees Surcharge Line items  on Revolving,406,validation,2021-02-08T12:16:08-04:00,,2020-12-31T,,MONTH_FEE,5800,5800,0
PP1480 - Get Charges and Initial Cents Payments Origination fees Monthly fees  Annual Fees and Interest Debit Offset Credit Offset Payment reversals Payment Reversal fees Late fees Surcharge Line items  on Revolving,407,validation,,,2020-12-31T,,YEAR_FEE,11500,11500,0
