account_tc_id,tc_name,index,cycle_number,exp_cycle_exclusive_end,exp_min_pay_due_at
TC2074 - Verify cycle type details in AM schedule with post promo len as 36 cycle interval 1 month cycle due interval 2 days first cycle 15 days,DD_33 - first cycle billing cycle type details,289,1,2021-12-14T,2021-12-16T
TC2074 - Verify cycle type details in AM schedule with post promo len as 36 cycle interval 1 month cycle due interval 2 days first cycle 15 days,DD_33 - second cycle billing cycle type details,290,2,2022-01-14T,2022-01-16T
TC2074 - Verify cycle type details in AM schedule with post promo len as 36 cycle interval 1 month cycle due interval 2 days first cycle 15 days,DD_33 - third cycle billing cycle type details,291,3,2022-02-14T,2022-02-16T
TC2074 - Verify cycle type details in AM schedule with post promo len as 36 cycle interval 1 month cycle due interval 2 days first cycle 15 days,DD_33 - fourth cycle billing cycle type details,292,4,2022-03-14T,2022-03-16T
TC2074 - Verify cycle type details in AM schedule with post promo len as 36 cycle interval 1 month cycle due interval 2 days first cycle 15 days,DD_33 - fifth cycle billing cycle type details,293,5,2022-04-14T,2022-04-16T
TC2074 - Verify cycle type details in AM schedule with post promo len as 36 cycle interval 1 month cycle due interval 2 days first cycle 15 days,DD_33 - sixth cycle billing cycle type details,294,6,2022-05-14T,2022-05-16T
TC2074 - Verify cycle type details in AM schedule with post promo len as 36 cycle interval 1 month cycle due interval 2 days first cycle 15 days,DD_33 - seventh cycle billing cycle type details,295,7,2022-06-14T,2022-06-16T
TC2074 - Verify cycle type details in AM schedule with post promo len as 36 cycle interval 1 month cycle due interval 2 days first cycle 15 days,DD_33 - eighth cycle billing cycle type details,296,8,2022-07-14T,2022-07-16T
TC2074 - Verify cycle type details in AM schedule with post promo len as 36 cycle interval 1 month cycle due interval 2 days first cycle 15 days,DD_33 - ninth cycle billing cycle type details,297,9,2022-08-14T,2022-08-16T
TC2074 - Verify cycle type details in AM schedule with post promo len as 36 cycle interval 1 month cycle due interval 2 days first cycle 15 days,DD_33 - tenth cycle billing cycle type details,298,10,2022-09-14T,2022-09-16T
TC2074 - Verify cycle type details in AM schedule with post promo len as 36 cycle interval 1 month cycle due interval 2 days first cycle 15 days,DD_33 - eleventh cycle billing cycle type details,299,11,2022-10-14T,2022-10-16T
TC2074 - Verify cycle type details in AM schedule with post promo len as 36 cycle interval 1 month cycle due interval 2 days first cycle 15 days,DD_33 - twelfth cycle billing cycle type details,300,12,2022-11-14T,2022-11-16T
TC2075 - Verify cycle type details in AM schedule with post promo len as 36 cycle interval 1 month cycle due interval 5 days first cycle 45 days,DD_34 - first cycle billing cycle type details,301,1,2022-01-13T,2022-01-18T
TC2075 - Verify cycle type details in AM schedule with post promo len as 36 cycle interval 1 month cycle due interval 5 days first cycle 45 days,DD_34 - second cycle billing cycle type details,302,2,2022-02-13T,2022-02-18T
TC2075 - Verify cycle type details in AM schedule with post promo len as 36 cycle interval 1 month cycle due interval 5 days first cycle 45 days,DD_34 - third cycle billing cycle type details,303,3,2022-03-13T,2022-03-18T
TC2075 - Verify cycle type details in AM schedule with post promo len as 36 cycle interval 1 month cycle due interval 5 days first cycle 45 days,DD_34 - fourth cycle billing cycle type details,304,4,2022-04-13T,2022-04-18T
TC2075 - Verify cycle type details in AM schedule with post promo len as 36 cycle interval 1 month cycle due interval 5 days first cycle 45 days,DD_34 - fifth cycle billing cycle type details,305,5,2022-05-13T,2022-05-18T
TC2075 - Verify cycle type details in AM schedule with post promo len as 36 cycle interval 1 month cycle due interval 5 days first cycle 45 days,DD_34 - sixth cycle billing cycle type details,306,6,2022-06-13T,2022-06-18T
TC2075 - Verify cycle type details in AM schedule with post promo len as 36 cycle interval 1 month cycle due interval 5 days first cycle 45 days,DD_34 - seventh cycle billing cycle type details,307,7,2022-07-13T,2022-07-18T
TC2075 - Verify cycle type details in AM schedule with post promo len as 36 cycle interval 1 month cycle due interval 5 days first cycle 45 days,DD_34 - eighth cycle billing cycle type details,308,8,2022-08-13T,2022-08-18T
TC2075 - Verify cycle type details in AM schedule with post promo len as 36 cycle interval 1 month cycle due interval 5 days first cycle 45 days,DD_34 - ninth cycle billing cycle type details,309,9,2022-09-13T,2022-09-18T
TC2075 - Verify cycle type details in AM schedule with post promo len as 36 cycle interval 1 month cycle due interval 5 days first cycle 45 days,DD_34 - tenth cycle billing cycle type details,310,10,2022-10-13T,2022-10-18T
TC2075 - Verify cycle type details in AM schedule with post promo len as 36 cycle interval 1 month cycle due interval 5 days first cycle 45 days,DD_34 - eleventh cycle billing cycle type details,311,11,2022-11-13T,2022-11-18T
TC2075 - Verify cycle type details in AM schedule with post promo len as 36 cycle interval 1 month cycle due interval 5 days first cycle 45 days,DD_34 - twelfth cycle billing cycle type details,312,12,2022-12-13T,2022-12-18T
TC2076 - Verify cycle type details in AM schedule with post promo len as 36 cycle interval 1 month cycle due interval 2 days first cycle 1 month,DD_35 - first cycle billing cycle type details,313,1,2021-12-29T,2021-12-31T
TC2076 - Verify cycle type details in AM schedule with post promo len as 36 cycle interval 1 month cycle due interval 2 days first cycle 1 month,DD_35 - second cycle billing cycle type details,314,2,2022-01-29T,2022-01-31T
TC2076 - Verify cycle type details in AM schedule with post promo len as 36 cycle interval 1 month cycle due interval 2 days first cycle 1 month,DD_35 - third cycle billing cycle type details,315,3,2022-02-28T,2022-03-02T
TC2076 - Verify cycle type details in AM schedule with post promo len as 36 cycle interval 1 month cycle due interval 2 days first cycle 1 month,DD_35 - fourth cycle billing cycle type details,316,4,2022-03-29T,2022-03-31T
TC2076 - Verify cycle type details in AM schedule with post promo len as 36 cycle interval 1 month cycle due interval 2 days first cycle 1 month,DD_35 - fifth cycle billing cycle type details,317,5,2022-04-29T,2022-05-01T
TC2076 - Verify cycle type details in AM schedule with post promo len as 36 cycle interval 1 month cycle due interval 2 days first cycle 1 month,DD_35 - sixth cycle billing cycle type details,318,6,2022-05-29T,2022-05-31T
TC2076 - Verify cycle type details in AM schedule with post promo len as 36 cycle interval 1 month cycle due interval 2 days first cycle 1 month,DD_35 - seventh cycle billing cycle type details,319,7,2022-06-29T,2022-07-01T
TC2076 - Verify cycle type details in AM schedule with post promo len as 36 cycle interval 1 month cycle due interval 2 days first cycle 1 month,DD_35 - eighth cycle billing cycle type details,320,8,2022-07-29T,2022-07-31T
TC2076 - Verify cycle type details in AM schedule with post promo len as 36 cycle interval 1 month cycle due interval 2 days first cycle 1 month,DD_35 - ninth cycle billing cycle type details,321,9,2022-08-29T,2022-08-31T
TC2076 - Verify cycle type details in AM schedule with post promo len as 36 cycle interval 1 month cycle due interval 2 days first cycle 1 month,DD_35 - tenth cycle billing cycle type details,322,10,2022-09-29T,2022-10-01T
TC2076 - Verify cycle type details in AM schedule with post promo len as 36 cycle interval 1 month cycle due interval 2 days first cycle 1 month,DD_35 - eleventh cycle billing cycle type details,323,11,2022-10-29T,2022-10-31T
TC2076 - Verify cycle type details in AM schedule with post promo len as 36 cycle interval 1 month cycle due interval 2 days first cycle 1 month,DD_35 - twelfth cycle billing cycle type details,324,12,2022-11-29T,2022-12-01T
TC2077 - Verify cycle type details in AM schedule with post promo len as 48 cycle interval 1 month cycle due interval 25 days first cycle 0 days,DD_36 - first cycle billing cycle type details,325,1,2021-11-29T,2021-12-24T
TC2077 - Verify cycle type details in AM schedule with post promo len as 48 cycle interval 1 month cycle due interval 25 days first cycle 0 days,DD_36 - second cycle billing cycle type details,326,2,2021-12-29T,2022-01-23T
TC2077 - Verify cycle type details in AM schedule with post promo len as 48 cycle interval 1 month cycle due interval 25 days first cycle 0 days,DD_36 - third cycle billing cycle type details,327,3,2022-01-29T,2022-02-23T
TC2077 - Verify cycle type details in AM schedule with post promo len as 48 cycle interval 1 month cycle due interval 25 days first cycle 0 days,DD_36 - fourth cycle billing cycle type details,328,4,2022-02-28T,2022-03-25T
TC2077 - Verify cycle type details in AM schedule with post promo len as 48 cycle interval 1 month cycle due interval 25 days first cycle 0 days,DD_36 - fifth cycle billing cycle type details,329,5,2022-03-29T,2022-04-23T
TC2077 - Verify cycle type details in AM schedule with post promo len as 48 cycle interval 1 month cycle due interval 25 days first cycle 0 days,DD_36 - sixth cycle billing cycle type details,330,6,2022-04-29T,2022-05-24T
TC2077 - Verify cycle type details in AM schedule with post promo len as 48 cycle interval 1 month cycle due interval 25 days first cycle 0 days,DD_36 - seventh cycle billing cycle type details,331,7,2022-05-29T,2022-06-23T
TC2077 - Verify cycle type details in AM schedule with post promo len as 48 cycle interval 1 month cycle due interval 25 days first cycle 0 days,DD_36 - eighth cycle billing cycle type details,332,8,2022-06-29T,2022-07-24T
TC2077 - Verify cycle type details in AM schedule with post promo len as 48 cycle interval 1 month cycle due interval 25 days first cycle 0 days,DD_36 - ninth cycle billing cycle type details,333,9,2022-07-29T,2022-08-23T
TC2077 - Verify cycle type details in AM schedule with post promo len as 48 cycle interval 1 month cycle due interval 25 days first cycle 0 days,DD_36 - tenth cycle billing cycle type details,334,10,2022-08-29T,2022-09-23T
TC2077 - Verify cycle type details in AM schedule with post promo len as 48 cycle interval 1 month cycle due interval 25 days first cycle 0 days,DD_36 - eleventh cycle billing cycle type details,335,11,2022-09-29T,2022-10-24T
TC2077 - Verify cycle type details in AM schedule with post promo len as 48 cycle interval 1 month cycle due interval 25 days first cycle 0 days,DD_36 - twelfth cycle billing cycle type details,336,12,2022-10-29T,2022-11-23T
TC2078 - Verify cycle type details in AM schedule with post promo len as 48 cycle interval 1 month cycle due interval -5 days first cycle 0 days,DD_37 - first cycle billing cycle type details,337,1,2021-11-29T,2021-12-24T
TC2078 - Verify cycle type details in AM schedule with post promo len as 48 cycle interval 1 month cycle due interval -5 days first cycle 0 days,DD_37 - second cycle billing cycle type details,338,2,2021-12-29T,2022-01-24T
TC2078 - Verify cycle type details in AM schedule with post promo len as 48 cycle interval 1 month cycle due interval -5 days first cycle 0 days,DD_37 - third cycle billing cycle type details,339,3,2022-01-29T,2022-02-23T
TC2078 - Verify cycle type details in AM schedule with post promo len as 48 cycle interval 1 month cycle due interval -5 days first cycle 0 days,DD_37 - fourth cycle billing cycle type details,340,4,2022-02-28T,2022-03-23T
TC2078 - Verify cycle type details in AM schedule with post promo len as 48 cycle interval 1 month cycle due interval -5 days first cycle 0 days,DD_37 - fifth cycle billing cycle type details,341,5,2022-03-29T,2022-04-24T
TC2078 - Verify cycle type details in AM schedule with post promo len as 48 cycle interval 1 month cycle due interval -5 days first cycle 0 days,DD_37 - sixth cycle billing cycle type details,342,6,2022-04-29T,2022-05-24T
TC2078 - Verify cycle type details in AM schedule with post promo len as 48 cycle interval 1 month cycle due interval -5 days first cycle 0 days,DD_37 - seventh cycle billing cycle type details,343,7,2022-05-29T,2022-06-24T
TC2078 - Verify cycle type details in AM schedule with post promo len as 48 cycle interval 1 month cycle due interval -5 days first cycle 0 days,DD_37 - eighth cycle billing cycle type details,344,8,2022-06-29T,2022-07-24T
TC2078 - Verify cycle type details in AM schedule with post promo len as 48 cycle interval 1 month cycle due interval -5 days first cycle 0 days,DD_37 - ninth cycle billing cycle type details,345,9,2022-07-29T,2022-08-24T
TC2078 - Verify cycle type details in AM schedule with post promo len as 48 cycle interval 1 month cycle due interval -5 days first cycle 0 days,DD_37 - tenth cycle billing cycle type details,346,10,2022-08-29T,2022-09-24T
TC2078 - Verify cycle type details in AM schedule with post promo len as 48 cycle interval 1 month cycle due interval -5 days first cycle 0 days,DD_37 - eleventh cycle billing cycle type details,347,11,2022-09-29T,2022-10-24T
TC2078 - Verify cycle type details in AM schedule with post promo len as 48 cycle interval 1 month cycle due interval -5 days first cycle 0 days,DD_37 - twelfth cycle billing cycle type details,348,12,2022-10-29T,2022-11-24T
TC2079 - Verify cycle type details in AM schedule with post promo len as 48 cycle interval 3 months cycle due interval 5 days first cycle 0 days,DD_38 - first cycle billing cycle type details,349,1,2021-12-01T,2021-12-06T
TC2079 - Verify cycle type details in AM schedule with post promo len as 48 cycle interval 3 months cycle due interval 5 days first cycle 0 days,DD_38 - second cycle billing cycle type details,350,2,2022-03-01T,2022-03-06T
TC2079 - Verify cycle type details in AM schedule with post promo len as 48 cycle interval 3 months cycle due interval 5 days first cycle 0 days,DD_38 - third cycle billing cycle type details,351,3,2022-06-01T,2022-06-06T
TC2079 - Verify cycle type details in AM schedule with post promo len as 48 cycle interval 3 months cycle due interval 5 days first cycle 0 days,DD_38 - fourth cycle billing cycle type details,352,4,2022-09-01T,2022-09-06T
TC2079 - Verify cycle type details in AM schedule with post promo len as 48 cycle interval 3 months cycle due interval 5 days first cycle 0 days,DD_38 - fifth cycle billing cycle type details,353,5,2022-12-01T,2022-12-06T
TC2079 - Verify cycle type details in AM schedule with post promo len as 48 cycle interval 3 months cycle due interval 5 days first cycle 0 days,DD_38 - sixth cycle billing cycle type details,354,6,2023-03-01T,2023-03-06T
TC2079 - Verify cycle type details in AM schedule with post promo len as 48 cycle interval 3 months cycle due interval 5 days first cycle 0 days,DD_38 - seventh cycle billing cycle type details,355,7,2023-06-01T,2023-06-06T
TC2079 - Verify cycle type details in AM schedule with post promo len as 48 cycle interval 3 months cycle due interval 5 days first cycle 0 days,DD_38 - eighth cycle billing cycle type details,356,8,2023-09-01T,2023-09-06T
TC2079 - Verify cycle type details in AM schedule with post promo len as 48 cycle interval 3 months cycle due interval 5 days first cycle 0 days,DD_38 - ninth cycle billing cycle type details,357,9,2023-12-01T,2023-12-06T
TC2079 - Verify cycle type details in AM schedule with post promo len as 48 cycle interval 3 months cycle due interval 5 days first cycle 0 days,DD_38 - tenth cycle billing cycle type details,358,10,2024-03-01T,2024-03-06T
TC2079 - Verify cycle type details in AM schedule with post promo len as 48 cycle interval 3 months cycle due interval 5 days first cycle 0 days,DD_38 - eleventh cycle billing cycle type details,359,11,2024-06-01T,2024-06-06T
TC2079 - Verify cycle type details in AM schedule with post promo len as 48 cycle interval 3 months cycle due interval 5 days first cycle 0 days,DD_38 - twelth cycle billing cycle type details,360,12,2024-09-01T,2024-09-06T
TC2080 - Verify cycle type details in AM schedule with post promo len as 48 cycle interval 3 months cycle due interval 10 days first cycle 3 months,DD_39 - first cycle billing cycle type details,361,1,2022-03-01T,2022-03-11T
TC2080 - Verify cycle type details in AM schedule with post promo len as 48 cycle interval 3 months cycle due interval 10 days first cycle 3 months,DD_39 - second cycle billing cycle type details,362,2,2022-06-01T,2022-06-11T
TC2080 - Verify cycle type details in AM schedule with post promo len as 48 cycle interval 3 months cycle due interval 10 days first cycle 3 months,DD_39 - third cycle billing cycle type details,363,3,2022-09-01T,2022-09-11T
TC2080 - Verify cycle type details in AM schedule with post promo len as 48 cycle interval 3 months cycle due interval 10 days first cycle 3 months,DD_39 - fourth cycle billing cycle type details,364,4,2022-12-01T,2022-12-11T
TC2080 - Verify cycle type details in AM schedule with post promo len as 48 cycle interval 3 months cycle due interval 10 days first cycle 3 months,DD_39 - fifth cycle billing cycle type details,365,5,2023-03-01T,2023-03-11T
TC2080 - Verify cycle type details in AM schedule with post promo len as 48 cycle interval 3 months cycle due interval 10 days first cycle 3 months,DD_39 - sixth cycle billing cycle type details,366,6,2023-06-01T,2023-06-11T
TC2080 - Verify cycle type details in AM schedule with post promo len as 48 cycle interval 3 months cycle due interval 10 days first cycle 3 months,DD_39 - seventh cycle billing cycle type details,367,7,2023-09-01T,2023-09-11T
TC2080 - Verify cycle type details in AM schedule with post promo len as 48 cycle interval 3 months cycle due interval 10 days first cycle 3 months,DD_39 - eighth cycle billing cycle type details,368,8,2023-12-01T,2023-12-11T
TC2080 - Verify cycle type details in AM schedule with post promo len as 48 cycle interval 3 months cycle due interval 10 days first cycle 3 months,DD_39 - ninth cycle billing cycle type details,369,9,2024-03-01T,2024-03-11T
TC2080 - Verify cycle type details in AM schedule with post promo len as 48 cycle interval 3 months cycle due interval 10 days first cycle 3 months,DD_39 - tenth cycle billing cycle type details,370,10,2024-06-01T,2024-06-11T
TC2080 - Verify cycle type details in AM schedule with post promo len as 48 cycle interval 3 months cycle due interval 10 days first cycle 3 months,DD_39 - eleventh cycle billing cycle type details,371,11,2024-09-01T,2024-09-11T
TC2080 - Verify cycle type details in AM schedule with post promo len as 48 cycle interval 3 months cycle due interval 10 days first cycle 3 months,DD_39 - twelth cycle billing cycle type details,372,12,2024-12-01T,2024-12-11T
TC2081 - Verify cycle type details in AM schedule with post promo len as 56 cycle interval 3 months cycle due interval 10 days first cycle 4 months,DD_40 - first cycle billing cycle type details,373,1,2022-04-01T,2022-04-11T
TC2081 - Verify cycle type details in AM schedule with post promo len as 56 cycle interval 3 months cycle due interval 10 days first cycle 4 months,DD_40 - second cycle billing cycle type details,374,2,2022-07-01T,2022-07-11T
TC2081 - Verify cycle type details in AM schedule with post promo len as 56 cycle interval 3 months cycle due interval 10 days first cycle 4 months,DD_40 - third cycle billing cycle type details,375,3,2022-10-01T,2022-10-11T
TC2081 - Verify cycle type details in AM schedule with post promo len as 56 cycle interval 3 months cycle due interval 10 days first cycle 4 months,DD_40 - fourth cycle billing cycle type details,376,4,2023-01-01T,2023-01-11T
TC2081 - Verify cycle type details in AM schedule with post promo len as 56 cycle interval 3 months cycle due interval 10 days first cycle 4 months,DD_40 - fifth cycle billing cycle type details,377,5,2023-04-01T,2023-04-11T
TC2081 - Verify cycle type details in AM schedule with post promo len as 56 cycle interval 3 months cycle due interval 10 days first cycle 4 months,DD_40 - sixth cycle billing cycle type details,378,6,2023-07-01T,2023-07-11T
TC2081 - Verify cycle type details in AM schedule with post promo len as 56 cycle interval 3 months cycle due interval 10 days first cycle 4 months,DD_40 - seventh cycle billing cycle type details,379,7,2023-10-01T,2023-10-11T
TC2081 - Verify cycle type details in AM schedule with post promo len as 56 cycle interval 3 months cycle due interval 10 days first cycle 4 months,DD_40 - eighth cycle billing cycle type details,380,8,2024-01-01T,2024-01-11T
TC2081 - Verify cycle type details in AM schedule with post promo len as 56 cycle interval 3 months cycle due interval 10 days first cycle 4 months,DD_40 - ninth cycle billing cycle type details,381,9,024-04-01T,2024-04-11T
TC2081 - Verify cycle type details in AM schedule with post promo len as 56 cycle interval 3 months cycle due interval 10 days first cycle 4 months,DD_40 - tenth cycle billing cycle type details,382,10,2024-07-01T,2024-07-11T
TC2081 - Verify cycle type details in AM schedule with post promo len as 56 cycle interval 3 months cycle due interval 10 days first cycle 4 months,DD_40 - eleventh cycle billing cycle type details,383,11,2024-10-01T,2024-10-11T
TC2081 - Verify cycle type details in AM schedule with post promo len as 56 cycle interval 3 months cycle due interval 10 days first cycle 4 months,DD_40 - twelth cycle billing cycle type details,384,12,2025-01-01T,2025-01-11T
TC2082 - Verify cycle type details in AM schedule with post promo len as 56 cycle interval 3 months cycle due interval -10 days first cycle 0 days,DD_41 - first cycle billing cycle type details,385,1,2021-12-01T,2022-02-19T
TC2082 - Verify cycle type details in AM schedule with post promo len as 56 cycle interval 3 months cycle due interval -10 days first cycle 0 days,DD_41 - second cycle billing cycle type details,386,2,2022-03-01T,2022-05-22T
TC2082 - Verify cycle type details in AM schedule with post promo len as 56 cycle interval 3 months cycle due interval -10 days first cycle 0 days,DD_41 - third cycle billing cycle type details,387,3,2022-06-01T,2022-08-22T
TC2082 - Verify cycle type details in AM schedule with post promo len as 56 cycle interval 3 months cycle due interval -10 days first cycle 0 days,DD_41 - fourth cycle billing cycle type details,388,4,2022-09-01T,2022-11-21T
TC2082 - Verify cycle type details in AM schedule with post promo len as 56 cycle interval 3 months cycle due interval -10 days first cycle 0 days,DD_41 - fifth cycle billing cycle type details,389,5,2022-12-01T,2023-02-19T
TC2082 - Verify cycle type details in AM schedule with post promo len as 56 cycle interval 3 months cycle due interval -10 days first cycle 0 days,DD_41 - sixth cycle billing cycle type details,390,6,2023-03-01T,2023-05-22T
TC2082 - Verify cycle type details in AM schedule with post promo len as 56 cycle interval 3 months cycle due interval -10 days first cycle 0 days,DD_41 - seventh cycle billing cycle type details,391,7,2023-06-01T,2023-08-22T
TC2082 - Verify cycle type details in AM schedule with post promo len as 56 cycle interval 3 months cycle due interval -10 days first cycle 0 days,DD_41 - eighth cycle billing cycle type details,392,8,2023-09-01T,2023-11-21T
TC2082 - Verify cycle type details in AM schedule with post promo len as 56 cycle interval 3 months cycle due interval -10 days first cycle 0 days,DD_41 - ninth cycle billing cycle type details,393,9,2023-12-01T,2024-02-20T
TC2082 - Verify cycle type details in AM schedule with post promo len as 56 cycle interval 3 months cycle due interval -10 days first cycle 0 days,DD_41 - tenth cycle billing cycle type details,394,10,2024-03-01T,2024-05-22T
TC2082 - Verify cycle type details in AM schedule with post promo len as 56 cycle interval 3 months cycle due interval -10 days first cycle 0 days,DD_41 - eleventh cycle billing cycle type details,395,11,2024-06-01T,2024-08-22T
TC2082 - Verify cycle type details in AM schedule with post promo len as 56 cycle interval 3 months cycle due interval -10 days first cycle 0 days,DD_41- twelth cycle billing cycle type details,396,12,2024-09-01T,2024-11-21T
